Code du département;Libellé du département;Code de la commune;Libellé de la commune;Code B.Vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp;N.Pan.;Code Nuance;Sexe;Nom;Prénom;Liste;Voix;% Voix/Ins;% Voix/Exp
22;Côtes-d'Armor;121;Lanvollon;1;618;212;34,3;406;65,7;2;0,32;0,49;10;1,62;2,46;394;63,75;97,04;1;LNC;M;NICOLAZIC;Arsène;UNE EQUIPE POUR AGIR;297;48,06;75,38;2;LNC;M;THOMAS;Jean-Pierre;LANVOLLON TERRE D'AVENIR;97;15,7;24,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;121;Lanvollon;2;657;207;31,51;450;68,49;3;0,46;0,67;5;0,76;1,11;442;67,28;98,22;1;LNC;M;NICOLAZIC;Arsène;UNE EQUIPE POUR AGIR;326;49,62;73,76;2;LNC;M;THOMAS;Jean-Pierre;LANVOLLON TERRE D'AVENIR;116;17,66;26,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;122;Laurenan;1;576;124;21,53;452;78,47;2;0,35;0,44;10;1,74;2,21;440;76,39;97,35;2;NC;F;POILÂNE-TABART;Valérie;;227;39,41;51,59;3;NC;M;LE COLLINET;Corentin;;203;35,24;46,14;4;NC;F;DELVALLÉ;Justine;;207;35,94;47,05;5;NC;M;LE GUENNEC;Guy;;208;36,11;47,27;6;NC;M;HURCET;Dominique;;199;34,55;45,23;7;NC;M;DUROS;Camille;;213;36,98;48,41;8;NC;F;LEMÉE;Anne;;225;39,06;51,14;9;NC;F;BILLARD;Emmanuelle;;234;40,63;53,18;10;NC;F;ROUILLÉ;Isabelle;;218;37,85;49,55;11;NC;M;BARBÉ;Jean-Luc;;206;35,76;46,82;12;NC;F;RAULT;Sonia;;221;38,37;50,23;13;NC;F;CAETANO;Yvette;;210;36,46;47,73;14;NC;M;SQUIBAN;Gaël;;204;35,42;46,36;15;NC;F;PINARD;Christelle;;204;35,42;46,36;16;NC;M;DABOUDET;Vincent;;227;39,41;51,59;17;NC;M;DANIEL;Yoan;;240;41,67;54,55;18;NC;F;ROUXEL;Dominique;;238;41,32;54,09;19;NC;M;BIGOT;Jean-Marc;;206;35,76;46,82;20;NC;F;LORAND;Evelyne;;236;40,97;53,64;21;NC;M;CHEVALIER;Gaëtan;;197;34,2;44,77;22;NC;M;RIVALLAN;Olivier;;232;40,28;52,73;23;NC;F;RIVALLAN;Fabienne;;227;39,41;51,59;24;NC;F;NIVET;Françoise;;221;38,37;50,23;25;NC;M;LEMÉE;Mickaël;;201;34,9;45,68;26;NC;M;LESSARD;Florian;;204;35,42;46,36;27;NC;M;ROUXEL;Pascal;;232;40,28;52,73;28;NC;M;CAILLIBOTTE;Rémy;;219;38,02;49,77;29;NC;F;TREFOUX;Isabelle;;204;35,42;46,36;30;NC;F;BARBE;Valérie;;228;39,58;51,82;31;NC;M;GUÉHENNEUX;Jean-René;;242;42,01;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;124;Lescouët-Gouarec;1;147;55;37,41;92;62,59;2;1,36;2,17;1;0,68;1,09;89;60,54;96,74;2;NC;F;LE TANNO-GUEGAN;Marie-Claude;;89;60,54;100;3;NC;M;BIGOT;Willy;;85;57,82;95,51;4;NC;M;EDY;Michel;;88;59,86;98,88;5;NC;M;FLAMEN;Steven;;89;60,54;100;6;NC;M;KEREVEUR;Anthony;;86;58,5;96,63;7;NC;F;LANI;Victoire;;89;60,54;100;8;NC;F;LE GUILLOU;Anne-Laure;;88;59,86;98,88;9;NC;F;LE LOUARN;Yolande;;88;59,86;98,88;10;NC;F;NOZAHIC;Marie-José;;89;60,54;100;11;NC;F;PINTO;Geneviève;;89;60,54;100;12;NC;M;POUILLET;Édouard;;86;58,5;96,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;126;Le Leslay;1;118;44;37,29;74;62,71;1;0,85;1,35;2;1,69;2,7;71;60,17;95,95;2;NC;M;OLLIVIER;Stéphane;;67;56,78;94,37;3;NC;M;OLLIVIER;Sébastien;;66;55,93;92,96;4;NC;M;TANGUY;Yohann;;61;51,69;85,92;5;NC;F;RAOULT;Valérie;;64;54,24;90,14;6;NC;M;LE LOUËT;Johann;;63;53,39;88,73;7;NC;F;QUEMENER;Audrey;;64;54,24;90,14;8;NC;M;LOUIS;Patrick;;59;50;83,1;9;NC;M;PRIDO;Franck;;66;55,93;92,96;10;NC;M;LEFÈVRE;Yvon;;66;55,93;92,96;11;NC;M;BOSCHER;Olivier;;65;55,08;91,55;12;NC;F;LOUTRAGE;Nathalie;;61;51,69;85,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;127;Lézardrieux;1;592;260;43,92;332;56,08;1;0,17;0,3;6;1,01;1,81;325;54,9;97,89;1;LNC;M;TURUBAN;Marcel;ENSEMBLE, TENONS LE CAP;177;29,9;54,46;2;LNC;M;PARANTHOËN;Henri;LÉZARDRIEUX : PLUS PROCHE DE VOUS;148;25;45,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;127;Lézardrieux;2;746;274;36,73;472;63,27;5;0,67;1,06;7;0,94;1,48;460;61,66;97,46;1;LNC;M;TURUBAN;Marcel;ENSEMBLE, TENONS LE CAP;215;28,82;46,74;2;LNC;M;PARANTHOËN;Henri;LÉZARDRIEUX : PLUS PROCHE DE VOUS;245;32,84;53,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;128;Locarn;1;314;34;10,83;280;89,17;0;0;0;9;2,87;3,21;271;86,31;96,79;2;NC;F;BERT;Marjorie;;154;49,04;56,83;3;NC;M;NOT;Pascal;;139;44,27;51,29;4;NC;F;THEPAUT;Stéphanie;;153;48,73;56,46;5;NC;M;PINSON;Christophe;;140;44,59;51,66;6;NC;M;NEUDER;Yvon;;142;45,22;52,4;7;NC;M;BIHAN;Rémi;;140;44,59;51,66;8;NC;M;NOT;Alan;;135;42,99;49,82;9;NC;M;LE CORRE;Patrick;;141;44,9;52,03;10;NC;F;PERENNES;Marie Louise;;137;43,63;50,55;11;NC;F;DALLONGEVILLE;Cécile;;138;43,95;50,92;12;NC;F;LE BRAS;Rachel;;124;39,49;45,76;13;NC;F;CAMUS;Martine;;132;42,04;48,71;14;NC;M;LE BOZEC;Brieuc;;125;39,81;46,13;15;NC;M;LE MOAL;Jean-Luc;;111;35,35;40,96;16;NC;M;BRICET;Valère;;137;43,63;50,55;17;NC;F;LE GALL;Brigitte;;125;39,81;46,13;18;NC;F;PITARD-MALLET;Priscilla-Anne;;117;37,26;43,17;19;NC;M;DE QUELEN;Christophe;;130;41,4;47,97;20;NC;F;YAN;Dominique;;124;39,49;45,76;21;NC;M;LOUEDEC;Johan;;133;42,36;49,08;22;NC;M;QUAISIN;Jean-Pol;;113;35,99;41,7;23;NC;F;ZADOROZNYJ;Nathalie;;129;41,08;47,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;129;Loc-Envel;1;69;18;26,09;51;73,91;0;0;0;0;0;0;51;73,91;100;2;NC;F;DOYEN;Virginie;;42;60,87;82,35;3;NC;M;DOUIB;Thomas;;38;55,07;74,51;4;NC;F;LE GORJU;Anne-Marie;;44;63,77;86,27;5;NC;F;MOAL;Elizabeth;;48;69,57;94,12;6;NC;M;CHARRIERE;Aurelien;;46;66,67;90,2;7;NC;F;MENAGES;Catherine;;43;62,32;84,31;8;NC;M;MONCOUQUT;Pascal;;41;59,42;80,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;131;Loguivy-Plougras;1;720;174;24,17;546;75,83;0;0;0;15;2,08;2,75;531;73,75;97,25;2;NC;F;LE GUEN;Laure;;286;39,72;53,86;3;NC;M;QUIVIGER;François;;259;35,97;48,78;4;NC;M;TASSET;Hervé;;246;34,17;46,33;5;NC;M;OUDJEHIH;Daniel;;209;29,03;39,36;6;NC;M;LE MARREC;Maxime;;260;36,11;48,96;7;NC;F;DUEDAL;Maryline;;267;37,08;50,28;8;NC;F;LOZAC'H;Séverine;;293;40,69;55,18;9;NC;F;LE FLOC'H;Claudine;;256;35,56;48,21;10;NC;M;CARBON;Erwan;;215;29,86;40,49;11;NC;F;MARQUES;Marine;;247;34,31;46,52;12;NC;M;LE GUEN;Didier;;288;40;54,24;13;NC;F;LE BECHEC EP. RINQUIN;Françoise;;244;33,89;45,95;14;NC;M;GEFFROY;Claude;;248;34,44;46,7;15;NC;M;LE FOLL;Arnaud;;275;38,19;51,79;16;NC;F;LE CAM;Gaëlle;;283;39,31;53,3;17;NC;M;LE GALL;Jean-François;;289;40,14;54,43;18;NC;M;LE DAIN;Guy;;234;32,5;44,07;19;NC;M;LE ROLLAND;Gildas;;251;34,86;47,27;20;NC;F;LE GALL;Pascale;;262;36,39;49,34;21;NC;M;RUBEUS;Saïg;;273;37,92;51,41;22;NC;M;GRELLEPOIX;Nicolas;;262;36,39;49,34;23;NC;M;PERROT;Jean-Yves;;217;30,14;40,87;24;NC;F;PICHOURON;Françoise;;251;34,86;47,27;25;NC;M;LE GOFF;Bernard;;235;32,64;44,26;26;NC;M;LE CREFF;Yvon;;264;36,67;49,72;27;NC;F;LE BALC'H;Pauline;;250;34,72;47,08;28;NC;M;HUBERT;Yann;;235;32,64;44,26;29;NC;M;LE CUNFF;Yann;;242;33,61;45,57;30;NC;M;CHAVANON;Christophe;;258;35,83;48,59;31;NC;F;LE GUYADER;Béatrice;;262;36,39;49,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;Côtes-d'Armor;132;Lohuec;1;209;63;30,14;146;69,86;3;1,44;2,05;0;0;0;143;68,42;97,95;2;NC;M;LOZAC'H;Claude;;132;63,16;92,31;3;NC;M;DALMAT;Pierre;;118;56,46;82,52;4;NC;F;BOURDOULOUS;Marie-Paule;;130;62,2;90,91;5;NC;M;GARION;Stéphane;;132;63,16;92,31;6;NC;M;BOURGEAIS;Jean-Pierre;;109;52,15;76,22;7;NC;F;LE CLEC'H;Ludivine;;118;56,46;82,52;8;NC;F;LEFEUVRE;Margot;;131;62,68;91,61;9;NC;M;DUBOURG;Jérôme;;129;61,72;90,21;10;NC;M;LE MARREC;Jean;;135;64,59;94,41;11;NC;F;THOS;Fanny;;128;61,24;89,51;12;NC;F;LUCAS;Joëlle;;108;51,67;75,52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
